ID,Name,Intelligence,Strength,Speed,Durability,Power,Combat,Total,FullName,AlterEgos,Aliases,PlaceOfBirth,FirstAppearance,Publisher,Alignment,Gender,Race,Height_cm,Weight_kg,EyeColor,HairColor,Occupation,Base,GroupAffiliation,Relatives,ImageURL
64,Batgirl,,27,,,,,,Mary Elizabeth Kane,Hawkfire,Bette Kane; Bat-Girl,,Batman #139,DC Comics,Good,Female,,0,0,,,Crime-fighter,Gotham City,Former associated partner of Batman and Robin of Earth-One; Partner of Katherine Kane,"Katherine Kane (Batwoman I,  Aunt)",https://www.superherodb.com/pictures2/portraits/10/100/638.jpg
65,Batgirl III,,43,,,,,,Helena Rosa Bertinelli,Huntress,,,,Huntress,Good,Female,,0,0,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/1112.jpg
66,Batgirl IV,69,12,27,56,46,100,310,Cassandra Cain,,"Kasumi; various mundane persona,",League of Assassins (exact base is unknown),Batman: Legends of the Dark Knight #120,DC Comics,Good,Female,Human,165,52,Green,Black,,Gotham City; Bl�dhaven; Tibet; New York City,"Titans East, League of Assassins, Batman Family, Justice League Elite, Young Justice","David Cain (father), Lady Shiva (mother), Carolyn (aunt, deceased), Annalea (sibling, deceased), 'The Mad Dog' (sibling)",https://www.superherodb.com/pictures2/portraits/10/100/1113.jpg
67,Batgirl V,,,,,,,,Charlotte Gage-Radcliffe,Misfit,,,,DC Comics,Good,Female,,0,0,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/1115.jpg
68,Batgirl VI,75,10,23,28,22,80,238,Stephanie Brown,Spoiler,Steph; Robin; Marion Todd; Spoiler,,Detective Comics #647. As Batgirl in Batgirl (Volume 3) #1. (2009),DC Comics,Good,Female,,168,61,Blue,Blond,College student at Gotham University,"Gotham Heights, Gotham City","The Batman Family, formerly the Birds of Prey, Tim Drake (on-and-off boyfriend)","Arthur Brown (The Cluemaster, father), Crystal Brown (mother), unnamed daughter (given up for adoption)",https://www.superherodb.com/pictures2/portraits/10/100/1398.jpg
69,Batman,81,40,29,55,63,90,358,Terry McGinnis,,Batman II; The Tomorrow Knight; The second Dark Knight; The Dark Knight of Tomorrow; Batman Beyond,"Gotham City, 25th Century",Batman Beyond #1,DC Comics,Good,Male,Human,178,77,Blue,Black,,21st Century Gotham City,"Batman Family, Justice League Unlimited","Bruce Wayne (biological father), Warren McGinnis (father, deceased), Mary McGinnis (mother), Matt McGinnis (brother)",https://www.superherodb.com/pictures2/portraits/10/100/10441.jpg
70,Batman,100,26,27,50,47,100,350,Bruce Wayne,,Insider; Matches Malone,"Crest Hill, Bristol Township; Gotham County",Detective Comics #27,DC Comics,Good,Male,Human,188,95,blue,black,Businessman,"Batcave, Stately Wayne Manor, Gotham City; Hall of Justice, Justice League Watchtower","Batman Family, Batman Incorporated, Justice League, Outsiders, Wayne Enterprises, Club of Heroes, formerly White Lantern Corps, Sinestro Corps","Damian Wayne (son), Dick Grayson (adopted son), Tim Drake (adopted son), Jason Todd (adopted son), Cassandra Cain (adopted ward)
Martha Wayne (mother, deceased), Thomas Wayne (father, deceased), Alfred Pennyworth (former guardian), Roderick Kane (grandfather, deceased), Elizabeth Kane (grandmother, deceased), Nathan Kane (uncle, deceased), Simon Hurt (ancestor), Wayne Family",https://www.superherodb.com/pictures2/portraits/10/100/639.jpg
71,Batman II,88,11,33,28,36,100,296,Dick Grayson,"Nightwing, Robin",Dick Grayson,,,DC Comics,Good,Male,Human,178,79,Blue,Black,,"Gotham City; formerly Bludhaven, New York City","Justice League Of America, Batman Family","John Grayson (father, deceased), Mary Grayson (mother, deceased), Bruce Wayne / Batman (adoptive father), Damian Wayne / Robin (foster brother), Jason Todd / Red Hood (adoptive brother), Tim Drake / Red Robin (adoptive brother), Cassandra Cain / Batgirl IV (adoptive sister)",https://www.superherodb.com/pictures2/portraits/10/100/1496.jpg
72,Battlestar,50,53,35,74,48,74,334,Lemar Hoskins,,Bucky,"Chicago, Illinois",Captain America #323 (1986); (as Bucky),Marvel Comics,Good,Male,,198,133,Brown,Black,"Former wrestler, federal operative",,"Formerly Wild Pack, Bold Urban Commandos (Buckies), former partner of U.S.Agent, operative of the Commission on Superhuman Activities",,https://www.superherodb.com/pictures2/portraits/10/100/231.jpg
73,Batwoman V,81,8,29,25,27,80,250,Katherine Rebecca Kane,,,,"52 #7 (June, 2006)",DC Comics,Good,Female,Human,178,0,Green,Red,,Gotham City,"Batman Family (unofficially), D.E.O, Unknowns","Jacob Kane (father), Gabi Kane (mother; deceased), Beth Kane (twin sister), Mary Elizabeth ""Bette"" Kane (cousin), Catherine Hamilton-Kane (stepmother), Philip Kane (uncle), Kane Family",https://www.superherodb.com/pictures2/portraits/10/100/10234.jpg
74,Beak,,,,,,,,Barnell Bohusk,,Blackwing,"Cheverly, Maryland",,Marvel Comics,Good,Male,,175,63,Black,White,,,"Formerly New Warriors, Exiles, Brotherhood Of Mutants, Xavier Institute Student Body","Charles (father), Kathy (mother), Angel Salvadore (wife), Tito (son), Axel (son), Kara (daughter), three unidentified children",https://www.superherodb.com/pictures2/portraits/10/100/232.jpg
75,Beast,94,48,38,60,43,85,368,Henry Philip McCoy,,Dr. McCoy; Hanko; Kreature; Mutate #666; Magilla Gorilla; Golden Armed Boy,"Dunfee, Illinois","X-MEN Vol. 1 #1, (in furry ape form) AMAZING ADVENTURES #11, (in current feline form) NEW X-MEN Vol. 1 #114",Marvel Comics,Good,Male,Mutant,180,181,Blue,Blue,"Biochemist, formerly Xavier Institute for Higher Learning science and math Instructor, mutant activist, college lecturer, researcher, professional wrestler","Xavier Institute, Salem Center, Westchester County, New York","Secret Avengers, S.W.O.R.D.; formerly X-Men (founding member); X-Club (founding member); Initiative; 198; X-Treme X-Men; Acolytes (while mind-controlled); Queen's Vengeance; X-Factor/X-Terminators (founding member); Rejects; Defenders, Avengers","Sadie McCoy (paternal grandmother), Norton McCoy (father), Edna McCoy (mother), Robert McCoy (paternal great-uncle), John McCoy (uncle)",https://www.superherodb.com/pictures2/portraits/10/100/27.jpg
76,Beast Boy,50,28,50,70,79,40,317,Garfield Mark Logan,,Changeling; Beast-Brat; Green Jeans; Salad-head; Sprout; Tork; Craig Logan,,"Doom Patrol #99 (November, 1965)",DC Comics,Good,Male,Human,173,68,Green,Green,"Adventurer, Struggling Actor","Prague; formerly Hollywood, California; formerly Manhattan, New York","Teen Titans; former member of the original Doom Patrol, Titans West","Mark Logan (father, deceased), Marie Logan (mother, deceased), Steve Dayton/Mento (adoptive father), Rita Farr/Elasti-Girl (adoptive mother), Matt Logan (cousin)",https://www.superherodb.com/pictures2/portraits/10/100/640.jpg
77,Beetle,,54,,,,,,,,,,,Marvel Comics,Bad,Male,,0,0,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/1122.jpg
78,Ben 10,10,7,8,10,90,40,165,Benjamin Kirby Tennyson,,Ben Ten,,Ben 10 S01E01,DC Comics,Good,Male,,0,0,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/1365.jpg
79,Beta Ray Bill,63,80,35,95,100,84,457,Beta Ray Bill (translation of his Korbinite name),,Beta Ray Thor; Simon Walters,Burning Galaxy,Thor #337,Marvel Comics,Good,Male,,201,216,,No Hair,Guardian of the Korbinite race,"currently New York City, formerly Asgard, formerly the fleet of Korbinite ships.","ally of the Asgardians, Thor Corps, Star Masters",,https://www.superherodb.com/pictures2/portraits/10/100/28.jpg
80,Beyonder,100,100,100,100,100,84,584,,,Ataxi; The Beyond Realm; Frank; Goblin Force; Goblin King; Goblyn King; Goblin Queen; The One From Beyond; God; Kosmos; Maker,Created in the Beyond,Marvel Super-Heroes Secret Wars #1,Marvel Comics,Good,Male,God / Eternal,0,0,,,Former student,,Was once in a merged form with the Molecule Man but is no longer merged with him.,,https://www.superherodb.com/pictures2/portraits/10/100/1293.jpg
81,Big Barda,88,100,79,100,100,100,567,Barda Free,,Barda; the Strongest Woman in the World,,Mister Miracle (Volume 1) #4,DC Comics,Bad,Female,New God,188,135,Blue,Black,,"Gotham City, New Genesis, formerly Apokolips","Apocalypse, New Gods, Birds of Prey, formerly Female Furies, formerly Justice League of America","Big Breeda (mother), Scott Free (Mister Miricle, husband), Highfather Izaya (father-in-law, deceased)",https://www.superherodb.com/pictures2/portraits/10/100/1169.jpg
82,Big Daddy,38,10,12,32,22,64,178,Damon Macready,,,,Kick-Ass #4,Icon Comics,Good,Male,,0,0,,,,,,Hit-Girl (daughter),https://www.superherodb.com/pictures2/portraits/10/100/1338.jpg
83,Big Man,75,12,23,28,19,70,227,Frederick Foswell,,Patch,,Amazing Spider-Man # 10 (1964),Marvel Comics,Bad,Male,,165,71,Blue,Brown,"Reporter, professional criminal",,"Daily Bugle, the Enforcers","Janice Foswell (daughter), unnamed wife",https://www.superherodb.com/pictures2/portraits/10/100/1038.jpg
84,Bill Harken,63,36,33,60,27,40,259,,,,,,SyFy,Good,Male,Alpha,0,0,,,,,Alphas,,https://www.superherodb.com/pictures2/portraits/10/100/1527.jpg
85,Billy Kincaid,,,,,,,,Billy Kincaid,,,,Spawn #5 (October 1992),Image Comics,Bad,Male,,0,0,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/1072.jpg
86,Binary,,,,,,,,Carol Danvers,"Captain Marvel, Warbird",Ms. Marvel; Binary,"Boston, Massachusetts","(as Carol Danvers) MARVEL SUPER HEROES #13, (as Ms. Marvel) MS. MARVEL #1, (as Binary) X-MEN # 164, AVENGERS Vol. 3, # 4",Marvel Comics,Good,Female,,180,54,Blue,Blond,"Former National Aeronautics and Space Administration security Chief, former magazine editor, former freelance writer, former military intelligence officer.",Avengers Mansion,"currently Avengers, former companion to the X-Men (as Carol Danvers), former member of the Starjammers (as Binary), Former Avenger (as Ms. Marvel)","Joseph (father), Marie (mother), Steve (brother, deceased),",https://www.superherodb.com/pictures2/portraits/10/100/30.jpg
87,Bionic Woman,56,37,33,40,20,40,226,Jamie Sommers,,Clarissa Whyte,,,,Good,Female,Cyborg,0,0,Blue,Black,,,,,https://www.superherodb.com/pictures2/portraits/10/100/10648.jpg
88,Bird-Brain,25,10,35,28,21,42,161,,,Bird-Boy,,"The New Mutants #56 (October, 1987)",Marvel Comics,Good,,,0,0,,,,,"New Mutants, Ani-Mate",,https://www.superherodb.com/pictures2/portraits/10/100/240.jpg
89,Bird-Man,,,,,,,,Henry Hawk,,,,"Daredevil #10 (October, 1965)",Marvel Comics,Bad,Male,Human,0,0,,,,,Ani-Men,,https://www.superherodb.com/pictures2/portraits/10/100/1503.jpg
90,Bird-Man II,,,,,,,,Achille DiBacco,,,"The Bar with No Name, Medina County, Ohio","Daredevil #157 (March, 1979)",Marvel Comics,Bad,Male,Human,0,0,,,,,Ani-Men,,https://www.superherodb.com/pictures2/portraits/10/100/1504.jpg
91,Birdman,,35,,,,,,Ray Randal,,Bird-Man; Harvey Birdman; Ray Randal; Harvey Birdman Attorney at Law; Harry; Henry; Birdbath; Bootyliciuos,,Birdman and the Galaxy Trio (1967),Hanna-Barbera,Good,Male,God / Eternal,0,0,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/1506.jpg
92,Bishop,63,14,23,75,100,65,340,Lucas Bishop,,Archbishop,A mutant relocation camp in an undisclosed location on an alternate 21st Century Earth,"Uncanny X-Men #282 (November, 1991)",Marvel Comics,Good,Male,Mutant,198,124,Brown,No Hair,"(current) Adventurer, (former) Commander in the XSE (Xavier's Security Enforcers)","Formerly Xavier Institute for Higher Learning, Salem Center, Westchester County, New York","""Clean City""; formerly Stryfe; X-Men; X.S.E. (Storm's team); X-Treme X-Men; X.S.E. (Hecate'e's team); The Twelve","Burnum Bishop (father, deceased), Kadee Bishop (mother, deceased), Shard (sister, deceased), unnamed grandmother, Gateway (great-grandfather), Aliyah Bishop (alternate reality daughter);",https://www.superherodb.com/pictures2/portraits/10/100/31.jpg
93,Bizarro,38,95,100,100,100,85,518,Bizarro,,,,Superboy Vol. 1 #68 (1958),DC Comics,Neutral,Male,Bizarro,191,155,Black,Black,,Bizarro World,Superman Revenge Squad; Bizarros of Bizarro World; former associate of the Secret Society of Super-Villains; Joker League of Anarchy; former partner of Batzarro,"Bizarro-Lois No. 1 (wife, Pre-Crisis only), Bizarro, Jr. (son, Pre-Crisis only), Bizarro-Lois, Jr. (daughter, Pre-Crisis only)",https://www.superherodb.com/pictures2/portraits/10/100/642.jpg
94,Black Abbott,,,,,,,,,,Lord Abbott,,Marvel Team Up #146 (1984),Marvel Comics,Bad,Male,,0,0,Red,Black,"Cult leader, former monk",,,,https://www.superherodb.com/pictures2/portraits/10/100/1049.jpg
95,Black Adam,88,100,92,100,100,56,536,Teth-Adam,,Hassan Bari; Theo Adam; Mighty Adam; Khem-Adam,"Kahndaq, Egypt","Marvel Family #1 (December, 1945)",DC Comics,Bad,Male,,191,113,Brown,Black,,Mobile; Formerly Kahndaq; Fawcett City; New York City,"None; Formerly the Black Marvel Family, Society of Villains, Injustice Society, Justice Society of America","Shiruta (wife, deceased), Gon and Hurut (sons, deceased) Theo Adam (descendant, currently in control of his body), Sarah Primm (descendant, Theo's sister), Adrianna Tomaz (wife. deceased), Amon Tomaz (brother-in-law, deceased)",https://www.superherodb.com/pictures2/portraits/10/100/643.jpg
96,Black Bolt,75,67,100,84,100,56,482,Blackagar Boltagon,,,"Attilan, Atlantic Ocean","Fantastic Four #45 (December, 1965)",Marvel Comics,Good,Male,Inhuman,188,95,Blue,Black,King of the Inhumans,"Attilan, Blue Area of the Moon",Universal Inhumans; Inhuman Royal Family; formerly Illuminati,"Medusa (wife and first cousin), Ahura (son), Agon (father, deceased), Rynda(mother, deceased), Maximus (brother), Crystal (sister-in-law), Gorgon, Karnak, Triton (cousins)",https://www.superherodb.com/pictures2/portraits/10/100/243.jpg
97,Black Canary,63,8,33,20,52,80,256,Laurel Lance,,Dinah Laurel Lance Queen; Dinah Laurel Lance-Windrow,,Justice League of America (Volume 1) #75,DC Comics,Good,Female,Metahuman,170,59,Blue,Blond,"Detective/Crime-fighter, Chairperson of the Justice League of America; former florist, judo instructor","Formerly Oracle's clock tower in Gotham City; formerly Seattle, Washington; formerly Star City, California; formerly New York City, New York (as a member of the JSA); currently mobile","Birds of Prey; formerly Justice League of America, Justice Society of America, Justice League Task Force, Justice League International, Team Arrow","Larry Lance (father, deceased), Dinah Drake Lance (Black Canary, mother, deceased); Oliver Queen (Green Arrow, husband); Craig Windrow (ex-husband); Sin (adoptive daughter)",https://www.superherodb.com/pictures2/portraits/10/100/1005.jpg
98,Black Canary,63,8,33,15,45,80,244,Dinah Drake Lance,,,,"Flash Comics #86 (August, 1947)",DC Comics,Good,Female,Human,165,58,Blue,Blond,"Florist, former private investigator","Gotham City, Park City",Justice Society of America,"Richard Drake (father), Lawrence Lance (husband), Dinah Laurel Lance (Black Canary, daughter), Oliver Queen (Green Arrow, son-in-law)",https://www.superherodb.com/pictures2/portraits/10/100/644.jpg
99,Black Cat,75,16,33,10,23,70,227,Felicia Hardy,,Felicity Harmon,"Queens, New York","Amazing Spider-Man #194 (July, 1979)",Marvel Comics,Good,Female,Human,178,54,Green,Blond,"Cat burglar; Private investigator, founder of Cat's Eye Investigations.",,Formerly Heroes for Hire,"Walter Hardy (father, deceased), Lydia Hardy (mother)",https://www.superherodb.com/pictures2/portraits/10/100/32.jpg
100,Black Flash,44,10,100,80,100,30,364,,,Barry Allen; Flashback; Slow Lightning; Black Racer; Death Flash; God of Death,,Flash Vol 2 #138,DC Comics,Neutral,Male,God / Eternal,0,0,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/10831.jpg
101,Black Goliath,,,,,,,,,,,,,Marvel Comics,Good,Male,,0,0,,,,,,,https://www.superherodb.com/pictures2/portraits/10/100/245.jpg
102,Black Knight III,63,10,8,70,43,70,264,Dane Whitman,,The Pendragon; Gann Josin; Eobar Garrington,"Gloucester, Massachusetts",Avengers #47 (1967),Marvel Comics,Good,Male,Human,183,86,Brown,Brown,"Adventurer, scientist; former crusader",,"MI-13; formerly Avengers, Masters of Evil (as a mole), Excalibur, Heroes for Hire, Ultraforce (in the Ultraverse), Defenders, Knights of Wundagore, Queen's Vengeance, King Richard's Army","Nathan Garrett (Black Knight II, uncle, deceased); Sir Percy of Scandia (Black Knight), Sir Raston, Eobar Garrington (Black Knights of past eras, ancestors, deceased); Lady Rosamund, Edward, Geoffrey (ancestral relations, presumed deceased); Dafydd ap Iowerth, Arthur Pendragon, Mordred the Evil, Morgan Le Fay (distant ancestral relations)",https://www.superherodb.com/pictures2/portraits/10/100/246.jpg
103,Black Lightning,50,11,53,28,70,75,287,Jefferson Pierce,,,,Black Lightning #1 (April 1977),DC Comics,Good,Male,,185,90,Brown,No Hair,"Crime Fighter, High School teacher, Former gold-medal-winning Olympic Decathlete, formerly Secretary of Education under Presidents Pete Ross and Lex Luthor.","Chicago, Illinois; Metropolis, The Hall & The JLA Watchtower","Justice League of America (current), formerly Presidential Cabinet, The Outsiders (sporadically), Batman's Brother Eye attack group","Unnamed father (deceased), Lynn Stewart (ex-wife), Joanna Pierce (niece, deceased), Anissa Pierce (Thunder, daughter), Jennifer Pierce (Lightning, daughter)",https://www.superherodb.com/pictures2/portraits/10/100/1128.jpg
104,Black Mamba,75,10,35,42,88,65,315,Tanya Sealy,,Tanya Sweet,"Chicago, Illinois",Marvel Two-In-One #64,Marvel Comics,Bad,Female,,170,52,Green,Black,"Mercenary, professional criminal, former call girl","Mobile, formerly Serpent Citadel","Serpent Squad, Serpent Society, BAD Girls",,https://www.superherodb.com/pictures2/portraits/10/100/1106.jpg
105,Black Manta,75,28,50,60,76,85,374,David,,Devil Ray; Scourge of the Seven Seas; Yellow Lantern,,"Aquaman #35 (August, 1967)",DC Comics,Bad,Male,Human,188,92,Black,No Hair,,,,,https://www.superherodb.com/pictures2/portraits/10/100/10546.jpg
106,Black Panther,88,16,30,60,41,100,335,T'Challa,,Mr. Okonkwo; The Man Without Fear; Luke Charles; Black Leopard; the Client; Coal Tiger; has impersonated Daredevil and others on occasion,"Wakanda, Africa",Fantastic Four Vol. 1 #52 (1966),Marvel Comics,Good,Male,Human,183,90,Brown,Black,"King and Chieftain of Wakanda, scientist; former school teacher","Wakanda, Mobile","Formerly Fantastic Four, Secret Avengers, Avengers, Pendragons, Queen's Vengeance, former Fantastic Force financier","Bashenga (paternal ancestor, deceased), Azzuri the Wise (paternal grandfather, deceased), Nanali (paternal grandmother, deceased), Chanda (paternal grandfather, presumably deceased), T�Chaka (father, deceased), S'Yan (uncle, deceased), N�Yami (mother, deceased), Ramonda (stepmother), Hunter (adopted brother), Jakarra (half-brother), Shuri (sister), Ororo Munroe (wife), Joshua Itobo, Ishanta, Zuni, M'Koni, T'Shan (cousins), Wheeler (cousin by marriage, deceased), Billy Wheeler (1st cousin once removed)",https://www.superherodb.com/pictures2/portraits/10/100/247.jpg
